grupo_id,grupo,especie_id,especie,especie_activa,variedad_id,variedad,variedad_activa,presentacion_id,presentacion,kg_por_unidad,presentacion_activa,presentacion_default
3,Frutas de Hoja Caduca/Nativos,49,Manzana,1,104,Verde,1,451,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,49,Manzana,1,178,Vista Bella,0,651,Cajon,20,1,0
3,Frutas de Hoja Caduca/Nativos,49,Manzana,1,178,Vista Bella,0,507,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,49,Manzana,1,340,Yvyrá,1,649,Cajon,20,1,0
3,Frutas de Hoja Caduca/Nativos,49,Manzana,1,340,Yvyrá,1,648,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,50,Membrillo,1,119,-,1,260,-,20,0,0
3,Frutas de Hoja Caduca/Nativos,50,Membrillo,1,119,-,1,259,Cajon,20,1,0
3,Frutas de Hoja Caduca/Nativos,50,Membrillo,1,119,-,1,258,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,124,Mora,1,338,-,1,656,Petaca,0.125,1,0
3,Frutas de Hoja Caduca/Nativos,121,Níspero,1,330,-,1,643,-,1,1,0
3,Frutas de Hoja Caduca/Nativos,51,Pelón,1,120,-,1,461,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,51,Pelón,1,120,-,1,239,Cajon,20,1,0
3,Frutas de Hoja Caduca/Nativos,51,Pelón,1,120,-,1,237,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,51,Pelón,1,177,Blanco,0,506,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,51,Pelón,1,177,Blanco,0,240,Cajón,20,1,0
3,Frutas de Hoja Caduca/Nativos,51,Pelón,1,177,Blanco,0,238,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,51,Pelón,1,201,Importado,0,529,-,1,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,121,-,0,462,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,246,Abate Fetel,0,269,-,20,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,246,Abate Fetel,0,268,Cajon,20,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,246,Abate Fetel,0,267,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,343,Alejandrina,0,,,,,
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,323,Beurré d'Anjou,1,,,,,
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,202,Importada,0,530,-,1,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,125,Otras,1,630,Cajón,20,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,125,Otras,1,464,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,126,Otras(Atm. controlada),0,465,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,123,Packhams,1,266,-,20,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,123,Packhams,1,265,Cajon,20,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,123,Packhams,1,264,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,124,Packhams(Atm. controlada),0,463,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,287,Rocha,0,275,-,20,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,287,Rocha,0,274,Cajon,20,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,287,Rocha,0,273,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,286,Roja,0,272,-,20,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,286,Roja,0,271,Cajon,20,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,286,Roja,0,270,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,341,Temprana,0,,,,,
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,122,Williams,1,263,-,20,0,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,122,Williams,1,262,Cajon,20,1,0
3,Frutas de Hoja Caduca/Nativos,52,Pera,1,122,Williams,1,261,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,127,-,0,466,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,135,Alfonso Lavalle,0,474,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,135,Alfonso Lavalle,0,189,Plancha,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,128,Blanca,1,467,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,128,Blanca,1,184,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,128,Blanca,1,182,Plancha Carton,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,324,Blanca - sin semilla,1,,,,,
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,133,Cardinal,0,472,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,133,Cardinal,0,190,Plancha,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,345,Frutilla,0,,,,,
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,200,Importada,0,528,-,1,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,131,Italia,0,470,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,131,Italia,0,191,Plancha,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,132,Moscatel,1,471,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,132,Moscatel,1,185,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,129,Negra,1,468,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,129,Negra,1,663,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,269,Negra - sin semilla,0,581,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,269,Negra - sin semilla,0,181,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,136,Otras,0,475,-,10,1,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,351,Prima,0,,,,,
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,270,Red Globe,0,582,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,270,Red Globe,0,187,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,134,Ribier,0,473,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,244,Ribol,0,559,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,244,Ribol,0,188,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,130,Rosada,1,469,-,10,0,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,130,Rosada,1,186,Plancha,10,1,0
3,Frutas de Hoja Caduca/Nativos,53,Uva,1,130,Rosada,1,183,Plancha Carton,10,0,0
3,Frutas de Hoja Caduca/Nativos,127,Zarzamora,1,349,-,1,654,Petaca,0.125,1,0
4,Frutos de Huerta,107,Frambuesa,1,245,-,1,560,-,0.125,0,0
4,Frutos de Huerta,107,Frambuesa,1,245,-,1,655,Petaca,0.125,1,0
4,Frutos de Huerta,107,Frambuesa,1,245,-,1,200,Petaca,0.125,1,0
4,Frutos de Huerta,36,Frutilla,1,66,-,1,415,-,8,0,0
4,Frutos de Huerta,36,Frutilla,1,66,-,1,706,Petaca,0.5,1,0
4,Frutos de Huerta,36,Frutilla,1,66,-,1,242,Plancha,8,1,0
4,Frutos de Huerta,36,Frutilla,1,66,-,1,241,Plancha Chica,4,1,0
4,Frutos de Huerta,37,Melón,1,67,-,0,634,Cajon,18,0,0
4,Frutos de Huerta,37,Melón,1,67,-,0,416,Plancha,10,0,0
4,Frutos de Huerta,37,Melón,1,67,-,0,678,Tabla/Palet,800,0,0
4,Frutos de Huerta,37,Melón,1,71,Amarillo,1,420,-,18,0,0
4,Frutos de Huerta,37,Melón,1,71,Amarillo,1,148,Caja Carton,,1,0
4,Frutos de Huerta,37,Melón,1,71,Amarillo,1,147,Cajon,18,1,0
4,Frutos de Huerta,37,Melón,1,71,Amarillo,1,146,Plancha,10,1,0
4,Frutos de Huerta,37,Melón,1,72,Charentais,0,421,-,,0,0
4,Frutos de Huerta,37,Melón,1,69,Galia,1,418,-,18,1,0
4,Frutos de Huerta,37,Melón,1,69,Galia,1,149,Caja Carton,,1,0
4,Frutos de Huerta,37,Melón,1,69,Galia,1,151,Cajon,18,1,0
4,Frutos de Huerta,37,Melón,1,69,Galia,1,150,Plancha,10,1,0
4,Frutos de Huerta,37,Melón,1,188,Importada,0,516,-,1,0,0
4,Frutos de Huerta,37,Melón,1,196,Importado,0,524,-,1,0,0
4,Frutos de Huerta,37,Melón,1,74,Orange,0,423,-,,0,0
4,Frutos de Huerta,37,Melón,1,73,Piel de Sapo,1,422,-,18,0,0
4,Frutos de Huerta,37,Melón,1,73,Piel de Sapo,1,160,Caja Carton,,1,0
4,Frutos de Huerta,37,Melón,1,73,Piel de Sapo,1,159,Cajon,18,1,0
4,Frutos de Huerta,37,Melón,1,73,Piel de Sapo,1,158,Plancha,10,1,0
4,Frutos de Huerta,37,Melón,1,68,Reticulado,1,417,-,18,1,0
4,Frutos de Huerta,37,Melón,1,68,Reticulado,1,157,Caja Carton,,1,0
4,Frutos de Huerta,37,Melón,1,68,Reticulado,1,156,Cajon,18,1,0
4,Frutos de Huerta,37,Melón,1,68,Reticulado,1,155,Plancha,10,1,0
4,Frutos de Huerta,37,Melón,1,70,Rocío de miel,1,419,-,18,0,0
4,Frutos de Huerta,37,Melón,1,70,Rocío de miel,1,152,Caja Carton,,1,0
4,Frutos de Huerta,37,Melón,1,70,Rocío de miel,1,154,Cajon,18,1,0
4,Frutos de Huerta,37,Melón,1,70,Rocío de miel,1,153,Plancha,10,1,0
4,Frutos de Huerta,40,Sandía,1,80,-,1,169,Bin,400,1,0
4,Frutos de Huerta,40,Sandía,1,80,-,1,170,Granel,,1,0
4,Frutos de Huerta,40,Sandía,1,242,Baby,1,176,-,10,0,0
4,Frutos de Huerta,40,Sandía,1,242,Baby,1,174,Cajon,16,1,1
4,Frutos de Huerta,40,Sandía,1,242,Baby,1,173,Granel,,1,0
4,Frutos de Huerta,40,Sandía,1,242,Baby,1,175,Plancha,10,1,0
4,Frutos de Huerta,40,Sandía,1,268,Negra,0,580,-,1,0,0
4,Frutos de Huerta,40,Sandía,1,268,Negra,0,172,Granel,,1,0
4,Frutos de Huerta,40,Sandía,1,267,Negra - sin semilla,0,579,-,1,0,0
4,Frutos de Huerta,40,Sandía,1,267,Negra - sin semilla,0,171,Granel,,1,0
5,Frutas Cítricas,55,Limón,1,138,-,1,477,-,18,0,0
5,Frutas Cítricas,55,Limón,1,138,-,1,278,Bolsa,20,1,0
5,Frutas Cítricas,55,Limón,1,138,-,1,279,Caja Carton,18,0,0
5,Frutas Cítricas,55,Limón,1,138,-,1,276,Cajon,20,1,1
5,Frutas Cítricas,55,Limón,1,138,-,1,277,Plancha,10,1,0
5,Frutas Cítricas,55,Limón,1,138,-,1,701,Tabla/Palet,800,0,0
5,Frutas Cítricas,55,Limón,1,207,Importado,0,534,-,1,0,0
5,Frutas Cítricas,56,Mandarina,1,139,-,0,291,-,22,0,0
5,Frutas Cítricas,56,Mandarina,1,227,Afourer,1,544,-,10,0,0
5,Frutas Cítricas,56,Mandarina,1,227,Afourer,1,287,Cajon,22,1,1
5,Frutas Cítricas,56,Mandarina,1,227,Afourer,1,299,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,183,Avana,1,511,-,10,0,0
5,Frutas Cítricas,56,Mandarina,1,183,Avana,1,285,Cajon,22,1,1
5,Frutas Cítricas,56,Mandarina,1,183,Avana,1,297,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,148,Avana / Montenegrina,0,486,-,22,0,0
5,Frutas Cítricas,56,Mandarina,1,148,Avana / Montenegrina,0,702,Tabla/Palet,800,0,0
5,Frutas Cítricas,56,Mandarina,1,228,Avana/Monteneg.,0,545,-,22,0,0
5,Frutas Cítricas,56,Mandarina,1,359,Bergamota,0,687,Cajon,20,0,0
5,Frutas Cítricas,56,Mandarina,1,359,Bergamota,0,693,Tabla/Palet,800,0,0
5,Frutas Cítricas,56,Mandarina,1,247,Clementina,0,561,-,10,0,0
5,Frutas Cítricas,56,Mandarina,1,247,Clementina,0,281,Cajon,22,1,0
5,Frutas Cítricas,56,Mandarina,1,247,Clementina,0,293,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,142,Común,1,480,-,22,0,0
5,Frutas Cítricas,56,Mandarina,1,142,Común,1,288,Cajon,22,1,1
5,Frutas Cítricas,56,Mandarina,1,142,Común,1,300,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,142,Común,1,699,Tabla/Palet,800,0,0
5,Frutas Cítricas,56,Mandarina,1,358,Criolla,0,685,Cajon,20,0,0
5,Frutas Cítricas,56,Mandarina,1,358,Criolla,0,692,Tabla/Palet,800,0,0
5,Frutas Cítricas,56,Mandarina,1,358,Criolla,0,700,Tabla/Palet,800,0,0
5,Frutas Cítricas,56,Mandarina,1,143,Ellendale,1,481,-,22,0,0
5,Frutas Cítricas,56,Mandarina,1,143,Ellendale,1,284,Cajon,22,1,0
5,Frutas Cítricas,56,Mandarina,1,143,Ellendale,1,296,Plancha,10,0,0
5,Frutas Cítricas,56,Mandarina,1,143,Ellendale,1,703,Tabla/Palet,800,0,0
5,Frutas Cítricas,56,Mandarina,1,144,Híbrida,1,482,Cajón,22,1,0
5,Frutas Cítricas,56,Mandarina,1,288,Improved,0,598,-,10,0,0
5,Frutas Cítricas,56,Mandarina,1,288,Improved,0,289,Cajon,22,1,0
5,Frutas Cítricas,56,Mandarina,1,288,Improved,0,301,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,146,Malvasio,0,484,-,22,0,0
5,Frutas Cítricas,56,Mandarina,1,184,Montenegrina,0,512,-,10,0,0
5,Frutas Cítricas,56,Mandarina,1,184,Montenegrina,0,286,Cajon,22,1,0
5,Frutas Cítricas,56,Mandarina,1,184,Montenegrina,0,298,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,356,Moria,0,,,,,
5,Frutas Cítricas,56,Mandarina,1,145,Murcott,1,483,Cajón,22,1,0
5,Frutas Cítricas,56,Mandarina,1,248,Nankou,0,562,-,10,0,0
5,Frutas Cítricas,56,Mandarina,1,248,Nankou,0,282,Cajon,22,1,0
5,Frutas Cítricas,56,Mandarina,1,248,Nankou,0,294,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,289,Nova,0,599,-,10,0,0
5,Frutas Cítricas,56,Mandarina,1,289,Nova,0,290,Cajon,22,1,0
5,Frutas Cítricas,56,Mandarina,1,289,Nova,0,302,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,141,Okitzu,0,479,-,22,0,0
5,Frutas Cítricas,56,Mandarina,1,141,Okitzu,0,283,Cajon,22,1,0
5,Frutas Cítricas,56,Mandarina,1,141,Okitzu,0,295,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,326,Orri,0,,,,,
5,Frutas Cítricas,56,Mandarina,1,325,Ortanique,0,,,,,
5,Frutas Cítricas,56,Mandarina,1,147,Otras,1,485,-,22,1,0
5,Frutas Cítricas,56,Mandarina,1,140,Satsuma,1,478,-,22,0,0
5,Frutas Cítricas,56,Mandarina,1,140,Satsuma,1,280,Cajon,22,1,1
5,Frutas Cítricas,56,Mandarina,1,140,Satsuma,1,292,Plancha,10,1,0
5,Frutas Cítricas,56,Mandarina,1,140,Satsuma,1,697,Tabla/Palet,800,0,0
5,Frutas Cítricas,56,Mandarina,1,363,Tango,1,,,,,
5,Frutas Cítricas,57,Naranja,1,149,-,0,307,-,22,0,0
5,Frutas Cítricas,57,Naranja,1,208,Importada,0,535,-,1,0,0
5,Frutas Cítricas,57,Naranja,1,150,Navel,1,487,-,22,0,0
5,Frutas Cítricas,57,Naranja,1,150,Navel,1,304,Cajon,22,1,0
5,Frutas Cítricas,57,Naranja,1,360,Ombligo,0,686,Cajon,20,0,0
5,Frutas Cítricas,57,Naranja,1,360,Ombligo,0,694,Tabla/Palet,800,0,0
5,Frutas Cítricas,57,Naranja,1,152,Otras,1,489,Cajon,22,1,0
5,Frutas Cítricas,57,Naranja,1,291,Salustiana,0,601,-,22,0,0
5,Frutas Cítricas,57,Naranja,1,291,Salustiana,0,306,Cajon,22,1,0
5,Frutas Cítricas,57,Naranja,1,290,Sanguinea,0,600,-,22,0,0
5,Frutas Cítricas,57,Naranja,1,290,Sanguinea,0,305,Cajon,22,1,0
5,Frutas Cítricas,57,Naranja,1,151,Valencia,1,488,-,22,0,0
5,Frutas Cítricas,57,Naranja,1,151,Valencia,1,303,Cajon,22,1,0
5,Frutas Cítricas,57,Naranja,1,151,Valencia,1,704,Tabla/Palet,800,0,0
5,Frutas Cítricas,58,Pomelo,1,153,-,0,490,-,18,0,0
5,Frutas Cítricas,58,Pomelo,1,155,Blanco,1,311,-,20,0,0
5,Frutas Cítricas,58,Pomelo,1,155,Blanco,1,310,Cajon,20,1,0
5,Frutas Cítricas,58,Pomelo,1,154,Rojo,0,491,-,18,0,0
5,Frutas Cítricas,58,Pomelo,1,156,Rosado,1,309,-,20,0,0
5,Frutas Cítricas,58,Pomelo,1,156,Rosado,1,308,Cajon,20,1,0
5,Frutas Cítricas,104,Quinoto,1,225,-,1,313,Petaca,0.5,1,0
5,Frutas Cítricas,104,Quinoto,1,225,-,1,312,Plancha,7,1,0
5,Frutas Cítricas,104,Quinoto,1,225,-,1,542,Plancha,7,0,0
6,Hortalizas Secas o Pesadas,22,Ajo,1,30,-,1,47,Bolsa,15,0,0
6,Hortalizas Secas o Pesadas,22,Ajo,1,30,-,1,49,Cabeza,0.05,1,0
6,Hortalizas Secas o Pesadas,22,Ajo,1,30,-,1,46,Caja,10,1,0
6,Hortalizas Secas o Pesadas,22,Ajo,1,30,-,1,717,Malla,1,1,0
6,Hortalizas Secas o Pesadas,22,Ajo,1,30,-,1,48,Ristra,,0,0
6,Hortalizas Secas o Pesadas,22,Ajo,1,194,Importado,0,522,-,1,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,31,-,0,54,-,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,316,-,0,623,-,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,37,Arapey/Cuarí,1,392,-,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,37,Arapey/Cuarí,1,53,Bolsa,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,37,Arapey/Cuarí,1,52,Cajon,20,1,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,35,Arapey/Morada,0,390,-,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,38,Beauregard/Cuabé,1,393,-,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,38,Beauregard/Cuabé,1,51,Bolsa,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,38,Beauregard/Cuabé,1,50,Cajon,20,1,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,33,Criollo,0,388,-,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,187,Importada,0,515,-,1,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,34,Morada Inta,0,389,-,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,36,Otros,0,639,Bolsa,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,36,Otros,0,391,Cajon,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,32,Zanahoria,0,387,-,20,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,32,Zanahoria,0,671,Tabla/Palet,800,0,0
6,Hortalizas Secas o Pesadas,23,Boniato,1,32,Zanahoria,0,672,Tabla/Palet,800,0,0
6,Hortalizas Secas o Pesadas,24,Calabacín,1,39,-,1,56,-,20,0,0
6,Hortalizas Secas o Pesadas,24,Calabacín,1,39,-,1,55,Bolsa,20,1,0
6,Hortalizas Secas o Pesadas,24,Calabacín,1,39,-,1,673,Tabla/Palet,800,0,0
6,Hortalizas Secas o Pesadas,24,Calabacín,1,192,Importado,0,520,-,20,0,0
6,Hortalizas Secas o Pesadas,71,Calabaza,1,171,-,1,501,-,1,0,0
6,Hortalizas Secas o Pesadas,71,Calabaza,1,171,-,1,57,Unidad,10,1,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,40,-,1,60,Bolsa,20,1,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,40,-,1,674,Tabla/Palet,800,0,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,42,Dulce,0,395,-,20,0,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,190,Importada,0,518,-,20,0,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,175,Roja,1,65,-,20,0,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,175,Roja,1,64,Bolsa,20,1,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,175,Roja,1,63,Cajon,20,0,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,252,Seca,0,565,-,20,0,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,252,Seca,0,62,Bolsa,20,1,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,252,Seca,0,61,Cajon,20,0,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,41,Temprana,0,394,-,20,0,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,41,Temprana,0,59,Bolsa,20,1,0
6,Hortalizas Secas o Pesadas,25,Cebolla,1,41,Temprana,0,58,Cajon,20,1,0
6,Hortalizas Secas o Pesadas,28,Papa,1,45,-,0,397,-,25,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,317,-,0,624,Bolsa,25,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,46,Blanca,1,398,-,25,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,46,Blanca,1,67,Bolsa,25,1,0
6,Hortalizas Secas o Pesadas,28,Papa,1,46,Blanca,1,66,Cajon,25,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,46,Blanca,1,670,Tabla/Palet,800,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,47,Blanca(lavada),0,399,-,25,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,48,Blanca(sucia),0,400,-,25,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,310,Del Aire,1,355,-,1,1,0
6,Hortalizas Secas o Pesadas,28,Papa,1,203,Importada,0,531,-,1,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,49,Rosada,1,401,-,25,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,49,Rosada,1,69,Bolsa,25,1,1
6,Hortalizas Secas o Pesadas,28,Papa,1,49,Rosada,1,68,Cajon,25,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,49,Rosada,1,669,Tabla/Palet,800,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,51,Rosada (sucia),0,403,-,25,0,0
6,Hortalizas Secas o Pesadas,28,Papa,1,50,Rosada(lavada),0,402,-,25,0,0
6,Hortalizas Secas o Pesadas,31,Zanahoria,1,54,-,1,72,-,20,0,0
6,Hortalizas Secas o Pesadas,31,Zanahoria,1,54,-,1,71,Bolsa,20,1,0
6,Hortalizas Secas o Pesadas,31,Zanahoria,1,54,-,1,70,Cajon,20,0,0
6,Hortalizas Secas o Pesadas,31,Zanahoria,1,54,-,1,676,Tabla/Palet,800,0,0
6,Hortalizas Secas o Pesadas,31,Zanahoria,1,185,Importada,0,513,-,20,0,0
6,Hortalizas Secas o Pesadas,31,Zanahoria,1,186,Importada 2,0,514,-,20,0,0
6,Hortalizas Secas o Pesadas,32,Zapallo,1,55,-,0,405,-,20,0,0
6,Hortalizas Secas o Pesadas,32,Zapallo,1,56,Criollo,1,406,-,20,0,0
6,Hortalizas Secas o Pesadas,32,Zapallo,1,56,Criollo,1,73,Unidad,10,1,0
6,Hortalizas Secas o Pesadas,32,Zapallo,1,191,Importado,0,519,-,1,0,0
6,Hortalizas Secas o Pesadas,32,Zapallo,1,57,Kabutiá,1,75,-,20,1,0
6,Hortalizas Secas o Pesadas,32,Zapallo,1,57,Kabutiá,1,74,Bolsa,20,1,1
6,Hortalizas Secas o Pesadas,32,Zapallo,1,57,Kabutiá,1,675,Tabla/Palet,800,0,0
7,Hortalizas de Fruto,33,Ají,1,58,-,1,635,Cajón,10,1,0
7,Hortalizas de Fruto,33,Ají,1,58,-,1,407,Plancha,5.5,1,0
7,Hortalizas de Fruto,33,Ají,1,59,Catalán Dulce,0,408,-,5.5,0,0
7,Hortalizas de Fruto,33,Ají,1,59,Catalán Dulce,0,78,Plancha,5.5,0,0
7,Hortalizas de Fruto,33,Ají,1,60,Catalán Picante,0,409,-,5.5,0,0
7,Hortalizas de Fruto,33,Ají,1,60,Catalán Picante,0,77,Plancha,5.5,0,0
7,Hortalizas de Fruto,33,Ají,1,331,Jalapeño,0,,,,,
7,Hortalizas de Fruto,33,Ají,1,230,Jalapeño,0,546,-,5.5,0,0
7,Hortalizas de Fruto,33,Ají,1,230,Jalapeño,0,76,Plancha,5.5,0,0
7,Hortalizas de Fruto,34,Berenjena,1,61,-,1,410,Cajón,12,1,0
7,Hortalizas de Fruto,34,Berenjena,1,61,-,1,707,Plancha,6,1,0
7,Hortalizas de Fruto,34,Berenjena,1,61,-,1,677,Tabla/Palet,600,0,0
7,Hortalizas de Fruto,34,Berenjena,1,254,Otras,0,82,Cajon,12,1,0
7,Hortalizas de Fruto,34,Berenjena,1,254,Otras,0,567,Cajón,12,0,0
7,Hortalizas de Fruto,34,Berenjena,1,254,Otras,0,83,Plancha,6,1,0
7,Hortalizas de Fruto,34,Berenjena,1,254,Otras,0,84,Unitario,,0,0
7,Hortalizas de Fruto,34,Berenjena,1,253,Violeta,0,566,-,12,0,0
7,Hortalizas de Fruto,34,Berenjena,1,253,Violeta,0,79,Cajon,12,1,0
7,Hortalizas de Fruto,34,Berenjena,1,253,Violeta,0,80,Plancha,6,1,0
7,Hortalizas de Fruto,34,Berenjena,1,253,Violeta,0,81,Unitario,,0,0
7,Hortalizas de Fruto,35,Chaucha,1,62,-,1,411,-,5.5,1,0
7,Hortalizas de Fruto,35,Chaucha,1,64,Bomboneta Chata,0,413,-,5.5,0,0
7,Hortalizas de Fruto,35,Chaucha,1,232,Chata,0,548,-,10,0,0
7,Hortalizas de Fruto,35,Chaucha,1,232,Chata,0,86,Cajon,10,1,0
7,Hortalizas de Fruto,35,Chaucha,1,232,Chata,0,85,Plancha,5.5,1,0
7,Hortalizas de Fruto,35,Chaucha,1,233,Cilíndrica Amarilla,0,549,-,10,0,0
7,Hortalizas de Fruto,35,Chaucha,1,233,Cilíndrica Amarilla,0,88,Cajon,10,0,0
7,Hortalizas de Fruto,35,Chaucha,1,233,Cilíndrica Amarilla,0,87,Plancha,5.5,0,0
7,Hortalizas de Fruto,35,Chaucha,1,234,Cilíndrica Verde,0,550,-,10,0,0
7,Hortalizas de Fruto,35,Chaucha,1,234,Cilíndrica Verde,0,90,Cajon,10,0,0
7,Hortalizas de Fruto,35,Chaucha,1,234,Cilíndrica Verde,0,89,Plancha,5.5,0,0
7,Hortalizas de Fruto,35,Chaucha,1,65,Híbrida Chata,0,414,-,5.5,0,0
7,Hortalizas de Fruto,35,Chaucha,1,63,Redonda,1,412,Plancha,5.5,1,0
